Scene number,Start,End,Keywords,Description
16,00:03:20.360,00:03:27.680,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Ban tổ chức kê khai sắc phong thần và phong Thành Hoàng, chính thức hợp thức hóa tín ngưỡng dân gian này."
17,00:03:27.680,00:03:36.040,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Thanh Hà là một trong những vị thần làng được vua phong chức vua, đại diện cho vua đứng đầu các chư thần trong làng."
18,00:03:36.040,00:03:44.360,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Thanh Hà là một trong những vị thần làng được vua phong chức vua, đại diện cho vua đứng đầu các chư thần trong làng."
19,00:03:44.360,00:03:51.520,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Thanh Hà là một trong những vị thần làng được vua phong chức vua, đại diện cho vua đứng đầu các chư thần trong làng."
20,00:03:51.520,00:03:57.520,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Thanh Hà là một trong những vị thần làng được vua phong chức vua, đại diện cho vua đứng đầu các chư thần trong làng."
21,00:03:57.520,00:04:08.720,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Thanh Hà là một trong những vị thần làng được vua phong chức vua, đại diện cho vua đứng đầu các chư thần trong làng."
22,00:04:08.720,00:04:16.640,"miếu thành hoàng,Thần ủng hộ,vị thần làng,miếu Thần,chư thần,thần Sơn Xuyên,Việt Nam phong tục thờ Thần","Mỗi làng có thể thờ nhiều thần khác nhau, nhưng mỗi thời điểm chỉ có một Thành Hoàng mà thôi, tuy cũng có ngoại lệ nhưng không đáng kể."
23,00:04:16.640,00:04:59.720,"phó giáo sư tiến sĩ Huỳnh Quốc Thắng,nguyên hiệu trưởng cao đẳng văn hóa nghệ thuật TPHCM",Xét về nguồn gốc của tín ngưỡng này.
24,00:04:59.720,00:05:09.480,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM","Sách Việt Nam phong tục chém tục thờ Thần Hoàng, tức Thanh Hoàng từ trước đợi Tam Quốc Trung Quốc trở về trước đã có, nhưng đến đời nhà Đường mới bắt đầu lập miếu Thần Hoàng ở Thành Đô nước ta."
25,00:05:09.480,00:05:17.400,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM","Thủ bây giờ đang lúc nội thuộc thuộc Tàu truyền sang đến bên nàynhưng, cứ xét các chủ ý lúc trước thì mỗi phương đều có núi thiêng sông lớn, triều đình đều lập miếu thờ thần Sơn Xuyên ấy để làm chủ tể trong việc ấm tí một phương thôi."
26,00:05:17.400,00:05:24.840,sách tư liệu,Vì sao triều đình lại tin?
27,00:05:24.840,00:05:35.280,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM",Biểu cho những bậc trung thần nghĩa sĩ và những người có công lao với nước thì cũng lập đền cho dân.
28,00:05:35.280,00:05:41.320,sách tư liệu,Xã ở gần đâu thờ đấy.
29,00:05:41.320,00:05:56.600,tư liệu sách cổ,"Từ đó dân gian lần lần bắt chước nhau, chỗ nào cũng phải thờ một vị để làm chủ tể trong làng mình."
30,00:05:56.600,00:06:04.640,tư liệu sách cổ,"Dân ta tin rằng cảnh thổ nào phải có Thành Hoàng, ấy vậy phải thờ phụng để Thần ủng hộ cho dân."
31,00:06:04.640,00:06:13.720,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM",Vì thế mỗi ngày việc thờ Thần một thì
32,00:06:13.720,00:07:11.640,tư liệu sách cổ,thờ cúng thần Thanh Quang là một cái tập tục lâu đời phổ biến của người Việt trên mọi miền đất nước.
33,00:07:11.640,00:07:28.760,"tín ngưỡng chính thống,thời các triều vua Nguyễn,phần đất phía Nam Tổ quốc,Nam Bộ thờ thần làng,nhu cầu tâm linh","Chúng ta vốn có quan hệ chặt chẽ với một cái tâm thức, một cái truyền thống tiêu biểu, đó là tính nước, thờ cúng tổ tiên và ăn trái nhất để con trai uống nước nhất nguồn."
34,00:07:28.760,00:07:36.320,"tín ngưỡng chính thống,thời các triều vua Nguyễn,phần đất phía Nam Tổ quốc,Nam Bộ thờ thần làng,nhu cầu tâm linh",Đó là một nét chung nhất của văn hóa Việt Nam.
35,00:07:36.320,00:07:43.800,"tín ngưỡng chính thống,thời các triều vua Nguyễn,phần đất phía Nam Tổ quốc,Nam Bộ thờ thần làng,nhu cầu tâm linh","Trong mỗi gia đình có bàn thờ gia tiên, trong khắp các địa phương có nhìn đền lăng, đền thờ anh hùng liệt sỹ."
36,00:07:43.800,00:08:03.080,"giáo sư tiến sĩ Trần Ngọc Thêm,nguyên giám đốc trung tâm văn hóa học lý luận và ứng dụng,đại học khoa học xã hội nhân văn TPHCM","Trong cả nước có rất nhiều nơi để thờ vua Hùng, tổ tiên của cả dân tộc."
37,00:08:03.080,00:08:18.960,"nhà nghiên cứu Trương Ngọc Tường,chi hội khoa học lịch sử TPHCM",Và tương tự như vậy trong mỗi ngôi là ngôi Đình và Thành Thành Hoàng chính là nơi thể hiện cái tín ngưỡng thờ cúng tổ tiên của các cộng đồng cùng cộng cư trên địa bàn một cái ngôi làng cụ thể.
38,00:08:18.960,00:08:50.320,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","nghiên cứu và khảo cứu của các nhà sử học, các nhà văn hóa học đã chỉ ra rằng, trong quá trình Nam tiến khẩn quan mở cõi, người Việt từ miền Bắc và miền Trung cũng mang theo tín ngưỡng thờ thần và tục thờ Thành hoàng làng từ cố hương đến vùng đất Nam Bộ."
39,00:08:50.320,00:09:19.240,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","Tuy nhiên, khi đối diện với vùng thiên nhiên mới, với những tộc người mới và hoàn cảnh lịch sử hoàn toàn mới."
40,00:09:19.240,00:09:24.480,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","Tục thờ Thành hoàng làng Nam Bộ nói chung và Tây Nam Bộ nói riêng vừa có những tương đồng, vừa có những khác biệt so với truyền thống lâu đời của tổ tiên, vào buổi đầu Khẩn Quang gặp không ít khó khăn do thiên tai, địch họa, thú dữ hành hành."
41,00:09:24.480,00:09:31.400,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","Việc thờ cúng tương đối đơn giản nhằm đáp ứng nhu cầu về điểm tựa tâm linh của con người nơi xứ lạ, nhưng về sau, khi cuộc sống đã đi vào ổn định, các thiết kế văn hóa làng xã, thôn ấp từng bước hình thành thiệp."
42,00:09:31.400,00:09:39.760,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ",Việc lập định xây miếu để thờ thần Lan và thành hoàng làng bắt đầu được các lưu dân chú ý đến.
43,00:09:39.760,00:09:46.680,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","Bởi như nhà văn Sơn Nam đã khái quát, xây dựng đình làng là nhu cầu tinh thần quá đừng thì mới tạo được thế đứng gắn bó với cộng đồng dân tộc và càn khôn vũ trụ, bằng không thì chỉ là lục bình rơi song viên gạch rời rạc, một dạng lưu vân tập thể."
44,00:09:46.680,00:09:55.560,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","ở Nam Bộ Việt thờ thần làng đã có ngay từ khi các lưu dân quần tụ, nhưng sắc phong Thành Hoàng chỉ bắt đầu rộ lên từ thời các triều Du Nguyễn, bởi do nắm bắt nhu cầu tâm linh của dân chúng, cộng thêm ý muốn tạo lập một thiết chế văn hóa tín ngưỡng chính thống của vương triều mới, Cấp Vô Đầu, triều Nguyễn đã định ra lệ cứ ba năm tổ chức sắc phong thần một lần."
45,00:09:55.560,00:10:02.040,"cư dân địa phương,đình làng,nông thôn Nam Bộ,chế độ phong kiến,sắc thái tôn giáo,đời sống sinh hoạt tâm linh,kiến trúc gỗ","Thông qua việc làm này, vua không chỉ xác lập chủ quyền thống nhất ở phần đất phía Nam Tổ quốc về mặt lãnh thổ và phong tục, mà người dân Nam Bộ còn hấp thu khá trọn vẹn khí thiêng sông núi hàng ngàn năm của dân tộc, trở thành một thể thống nhất với triều đình phong kiến."
46,00:10:02.040,00:10:28.760,"phó giáo sư Huỳnh Lứa,nguyên phó chủ tịch hội khoa học lịch sử Việt Nam",khi vị thần nào có sắc phong của nhà vua cho một làng nào đó thì vị thần đó mặc nhiên được gọi là thành hoàng của làng.
47,00:10:28.760,00:10:53.640,"giáo sư tiến sĩ Trần Ngọc Thêm,nguyên giám đốc trung tâm văn hóa học lý luận và ứng dụng,đại học khoa học xã hội nhân văn TPHCM","Ở mỗi ngôi đình, gian, chính điện là nơi thiêng liêng nhất, thường có ghi những chữ như Thánh Thọ, Vô Cương, Thánh Cung, Vạn Tuế với ý nghĩa là quyền quy."
48,00:10:53.640,00:10:59.200,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối",Nhà vua ngự trị ở nơi thiêng liêng nhất của làng và đó cũng là nơi để sắc phong thần.
49,00:10:59.200,00:11:04.560,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","UA thì phong sắc thần cho thần Thành Hoàng, và cái việc phong sắc như thế là dân cũng thấy hài lòng và vua cũng thấy hài lòng."
50,00:11:04.560,00:11:16.640,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Dân hài lòng bởi vì như thế là có nhà nước, có vua đứng đằng sau mình làm ăn ở đây, có nhà nước bảo bảo vệ mình."
51,00:11:16.640,00:11:21.880,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Ngược lại, vua thì rất hài lòng, bởi vì dân ở đây nó bảo vệ các vùng biên viễn."
52,00:11:21.880,00:11:33.400,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Sau này là thế, chị Tự Đức mới mới phân thành hòa, tức là yếu tố tâm linh ở ở."
53,00:11:33.400,00:11:38.760,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Ở ở thế gian thì có chính quyền, thì thiếu yếu tố tâm linh, cũng có một vị thần phù hộ cộng đồng dân đó."
54,00:11:38.760,00:12:03.160,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","theo tiến trình lịch sử ở nông thôn Nam Bộ, sau khi mỗi thôn, ấp, làng, xã được hình thành thì tùy theo cuộc đất, tiền bạc và công sức đóng góp của cư dân địa phương mà người ta tiến hành xây dựng một ngôi đình chung của làng."
55,00:12:03.160,00:12:08.360,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Và kể từ đó, ngôi đình tồn tại, phát triển, biến đổi qua các giai đoạn lịch sử thăng trầm, gắn chặt với những vui, buồn và phúc của cộng đồng ấy, buổi ban đầu, đình thần của người Việt ở Nam Bộ không thuần túy mang sắc thái tôn giáo, tín ngưỡng, cũng không phải chỉ là trụ sở hành chánh của chế độ phong kiến, mà đó còn là một sự tổng hòa gần như toàn bộ đời sống sinh hoạt của cư dân, là điểm tập hợp, cố kết cộng đồng ý thức nguồn cội, trở thành nguồn động lực tinh thần vô giá cho các ý tưởng dấn thân, lối sống nhân nghĩa, làm thăng hoa đời thường."
56,00:12:08.360,00:12:38.840,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Không như đình làng ngoài Bắc là một kiến trúc gỗ đồ sộ gồm 5 -, 7 giang."
57,00:12:38.840,00:12:44.760,"Cần Thơ,đình Bình Thủy,Châu Đốc,đất Tây Nam Bộ,đình Châu Phú,Long Xuyên,đình Mỹ Phước,Mỹ Tho,di tích lịch sử,đình Điều Hòa,hoành phi,câu đối","Ngôi đình Nam Bộ thường là một quần thể gồm nhiều ngôi nhà sát liền nhau theo kiểu sắp đội, thường được xây dựng ở vị trí cao ráo, tiện việc đi lại, ít bị chi phối bởi thuật phong thủy."
58,00:12:44.760,00:13:13.560,"phó giáo sư Huỳnh Lứa,nguyên phó chủ tịch hội khoa học lịch sử Việt Nam","đình làng Nam Bộ cũng không có ruộng công, kinh phí cho các hoạt động thờ thần, hội làng đều do các nhà hảo tâm hoặc dân làng tự nguyện đóng góp."
59,00:13:13.560,00:13:19.840,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần","Đặc biệt ở đây Diệp ăn uống, chỗ ngồi không bị phân ra ngôi thứ quá khắt khe như ở các đình đền bên ngoài."
60,00:13:19.840,00:13:26.680,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần","cơ hội đồng hương, hương chính ở các làng, đó là người ta lấy cái bình để làm trụ sở, nó giống như cái trụ sở ủy ban hành chính bây giờ đấy, nó thành cái nơi mà nó tiêu biểu cho cái quyền lực của ông được, còn cái đình làng ở trong tham này ở miền Trung cũng cũng cũng cũng có một phần như thế, là nó là cái nơi mà người ta, dân làng, người ta gặp gỡ với nhau, người ta muốn, muốn, muốn là có cái gì đó gắn kết với cô Hương."
61,00:13:26.680,00:13:33.720,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần","Người ta muốn là có một cái nơi để tập hợp nhau, để mà gặp gỡ nhau, bởi vì hằng ngày thì là nhà ai ở nhà đấy."
62,00:13:33.720,00:15:13.120,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần","Nhà tôi với nhà anh cách nhau rất là xa, hằng ngày đâu có quan hệ gì với nhau, Thế rồi là có khi là một mình, một cái nhà ở, chỗ ở, một cánh đồng."
63,00:15:13.120,00:15:22.320,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần,Thoại Ngọc Hầu,Nguyễn Hữu Cảnh","Thế thì có một cái đình, thì có nơi để người ta đi đến, để người ta gặp gỡ nhau, để giao lưu."
64,00:15:22.320,00:15:42.400,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần,Thoại Ngọc Hầu,Nguyễn Hữu Cảnh","tuy là vùng đất trẻ và những ngôi đền mới chỉ có lịch sử vài trăm năm, nhưng trên đất Tây Nam Bộ không thiếu những ngôi đình có kiến trúc đẹp và danh tiếng đã được Nhà nước công nhận là di tích lịch sử văn hóa cấp quốc gia như: Định Điều Hòa ở Mỹ Tho, Đình Bình Thủy ở Cần Thơ, Định Mỹ Phước ở Long Xuyên, Đình Châu Phú ở Châu Đốc, Dân Dân."
65,00:15:42.400,00:15:50.240,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần,Thoại Ngọc Hầu,Nguyễn Hữu Cảnh","về cơ bản, một ngôi đình ở Tây Nam Bộ lần lượt từ ngoài vào trong đại để gồm có các hạng mục như sau: cổng đình, bình phong, sân đình và ngôi đình chính thường là ba hoặc nhiều nếp nhà tứ trụ bên trong mỗi đình lại có cách phân chia khác nhau, nhưng thường có ba gian chính."
66,00:15:50.240,00:15:58.160,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần,Thoại Ngọc Hầu,Nguyễn Hữu Cảnh","Gian trước gọi là võ ca, dành làm nơi xây chầu và hát tuồng vào mỗi dịp lễ Kỳ Yên Giang giữa gọi là Võ Quy hay Vỏ Cua là nhà thầu."
67,00:15:58.160,00:16:04.880,"thờ Thần Thành hoàng,tổ nghề,thượng đẳng thần,Thoại Ngọc Hầu,Nguyễn Hữu Cảnh",Cũng có nơi dùng làm chỗ cho các chức sắc hội họp chầu lễ hoặc cầm chầu mỗi khi hát bội.
68,00:16:04.880,00:16:10.080,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ",gian cuối là chính điện hay chính tẩm.
69,00:16:10.080,00:16:24.680,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","Giang được xem là mỹ thuật nhất ở đình, gồm các hoành phi câu đối, khám thờ, các bao lam và các mảng phù điêu."
70,00:16:24.680,00:16:46.680,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","Ở giang này, đối tượng thờ chính là thành hoàng làng"
71,00:16:46.680,00:16:55.680,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","ngoài ra ở hương phụ cắt dọc theo các gian chính còn có thờ thêm Tả Ban, Hữu Ban, Tiên Sư, Tiền Hiền, Hậu Hiền, Dân Dân."
72,00:16:55.680,00:17:05.200,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","và tùy theo diện tích đường Đình mà có thể có thêm nhà Hậu hay nhà Hội, nhà Trù, tức nhà Bếp và nhà ở của ông Từ dự định."
73,00:17:05.200,00:17:10.800,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","người ta thờ cúng một cách nó cũng rất là đơn giản, dường như chúng ta đã thấy và cái đó nó cũng là tạo nên một cái nết xấu, nó đặc sắc của cái cái cái cái cái vùng, vùng, vùng biển ở trong này thì thì cái đó nó cũng tạo nên một cái sự hòa hợp, nó trong nội bộ một gia đình hay là trong nội bộ một cái họ hàng, trong nội bộ, một cái còn sốt làng rã, dựa vào nguồn gốc xuất thân, Thành Hoàng và Thần Làng ở Việt Nam được chia làm ba lệ lớn là Thiên Thần, tức Thần có nguồn gốc từ Trời, Nhiên, Thần, Tích, Thần có nguồn gốc tự nhiên và Nhân Thần, tức là những nhân vật lịch sử, danh nhân văn hóa, tổ nghề, vân vân."
74,00:17:10.800,00:17:18.640,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","Trong ba loại ấy, khi được nhà nước phong kiến sắc phong lại cũng chia thành các thứ bậc khác nhau."
75,00:17:18.640,00:17:25.640,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","Về phúc thần thì có ba hạng là thượng đẳng thần, tức là những vị thần của sông núi linh thiêng, có sự tích linh vị hay những bậc nhân thần khi còn sống có công lao hiển hách với Tổ quốc, với dân tộc."
76,00:17:25.640,00:17:50.000,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","Trung Đẳng Thần là những vị thần dân làng thờ đã lâu, có họ tên mà không rõ công trạng, hoặc là có quan trước mà không rõ họ tên, hoặc là những vị thần có chút linh chị, Còn những vị thần mà không rõ sự tích ra sao, nhưng cũng thuộc về Bật Chính Thần, được dân thờ phụng thì triều đình cũng theo lòng dân mà phong trò làm Hạ Đảng Thần."
77,00:17:50.000,00:18:07.560,"phó giáo sư tiến sĩ Huỳnh Quốc Thắng,nguyên hiệu trưởng cao đẳng văn hóa nghệ thuật TPHCM","Ngoài ba bậc thần ấy, nhiều nơi còn thờ cả các tà thần không được đưa vào từ điển và không có phong tặng gì."
78,00:18:07.560,00:18:13.920,"nhu cầu tâm linh,đình làng,nhân thần,nhiên thần,anh hùng liệt sĩ,thổ địa,bạch hổ,tín ngưỡng dân gian,thần làng Tây Nam Bộ","riêng đối với đất Tây Nam Bộ, dù vẫn có những nhân thần có công với nước với dân được thờ làm thành hoàng làng ở nhiều nơi như Nguyễn Hữu Cảnh, Thoại Ngọc Hầu, Lê Văn Duyệt, Nguyễn Trung Trực, Dân Dân."
79,00:18:13.920,00:18:25.080,"phó giáo sư tiến sĩ Huỳnh Quốc Thắng,nguyên hiệu trưởng cao đẳng văn hóa nghệ thuật TPHCM","Nhưng do là vùng đất mới bị dậy, lịch sử chưa nhiều nên dân chúng chủ yếu thờ Thành Hoàng Bổn Cảnh, còn gọi là Bản Cảnh Vô Danh mà thôi."
80,00:18:25.080,00:18:31.840,"tôn thờ Bà Chúa Xứ,đình thần Nam Bộ,núi Sam Châu Đốc,vị nữ thần,văn hóa dân gian,tín ngưỡng thờ Mẫu,Ngũ Hành,tỉnh thành khu vực đồng bằng sông Cửu Long","Theo sách Minh Mạng Chính Yếu thì vào năm Minh Mạng thứ 20 1839, nhà vua đã chuẩn y lời tâu của Bộ Lễ xin hạ lệnh cho các địa phương lập thêm Thần Vị Bản Cảnh."
81,00:18:31.840,00:18:37.520,"tôn thờ Bà Chúa Xứ,đình thần Nam Bộ,núi Sam Châu Đốc,vị nữ thần,văn hóa dân gian,tín ngưỡng thờ Mẫu,Ngũ Hành,tỉnh thành khu vực đồng bằng sông Cửu Long","Đây là chức vụ mới, lúc trước không phổ biến."
82,00:18:37.520,00:18:48.960,"tôn thờ Bà Chúa Xứ,đình thần Nam Bộ,núi Sam Châu Đốc,vị nữ thần,văn hóa dân gian,tín ngưỡng thờ Mẫu,Ngũ Hành,tỉnh thành khu vực đồng bằng sông Cửu Long","Thanh quan làm vị thần coi một khu vực nào đó, bản cảnh là cỏ đất nơi mình được thờ."
