Scene number,Start,End,Keywords,Description
11,00:04:36.760,00:04:42.520,"bản địa xứ Đàng Trong,cánh đồng lúa vàng trù phú","àn 674 Sau cuộc bình định sứ Mô Xoài Bà Rịa của tướng Nguyễn Dương Lâm, quân Chân Lạp không còn nuôi mộng chiếm lại đất mà du nước ấy đã nhượng cho chính quyền Đàng Trong trước đó."
12,00:04:42.520,00:04:47.800,"bản địa xứ Đàng Trong,cánh đồng lúa vàng trù phú","Từ đây, chúa Nguyễn Phúc Tần đã cho thiết lập một khu dinh điền để binh lính đồn trú bảo vệ vùng đất mới, đồng thời tham gia khai khẩn đất đai, sản xuất nông nghiệp."
13,00:04:47.800,00:04:58.040,"bản địa xứ Đàng Trong,cánh đồng lúa vàng trù phú","Bên cạnh việc khuyến khích dân Việt di cư đến làm ăn sinh sống, chú Nguyễn cũng tổ chức chiêu mộ những người dân có vật lực để Nam tiến, khẩn quan mở rộng đất đai ở Nam Bộ."
14,00:04:58.040,00:05:03.240,"bản địa xứ Đàng Trong,cánh đồng lúa vàng trù phú","theo tác giả Thái Doãn Mười tổng hợp từ đất Gia Định xưa thì lực lượng tiên phong khai phá đất phương Nam chủ yếu là các điền chủ lưu dân, điền nô và nô tiền, nhưng đông nhất là lưu dân và điền nô."
15,00:05:03.240,00:05:09.440,"bản địa xứ Đàng Trong,cánh đồng lúa vàng trù phú",A. Phươngđiền nô là những người chuyên đi làm mướn cho Điền Vũ.
16,00:05:09.440,00:05:22.120,"nhà nghiên cứu Nguyễn Đình Tư,chi hội khoa học lịch sử TPHCM","Về mặt luật lệ, chú Nguyễn vẫn phỏng theo nhà Lê, chỉ thay đổi chút ít cho hợp với dân miền Trung."
17,00:05:22.120,00:05:28.160,"đất Gia Định,dân nghèo khổ,dân lưu tán,điền nô",Còn những người mắc tội lưu đày chỉ xuất hiện đông đảo ở Nam Bộ từ đời vua Gia Long trở về sau.
18,00:05:28.160,00:05:34.000,"đất Gia Định,dân nghèo khổ,dân lưu tán,điền nô","chúa Nguyễn một mặt là đưa những người nghèo từ Quảng Bình dọc suốt cho đến Bình Thuận, những cái người nghèo mong có ruộng đất cày bừa đưa vào trong này để mà lập nghiệp đi."
19,00:05:34.000,00:05:40.520,"đất Gia Định,dân nghèo khổ,dân lưu tán,điền nô","chúa Nguyễn một mặt là đưa những người nghèo từ Quảng Bình dọc suốt cho đến Bình Thuận, những cái người nghèo mong có ruộng đất cày bừa đưa vào trong này để mà lập nghiệp đi."
20,00:05:40.520,00:06:23.840,"phó giáo sư tiến sĩ Trần Thị Mai,trưởng phòng sau đại học trường đại học khoa học xã hội nhân văn TPHCM","chúa Nguyễn một mặt là đưa những người nghèo từ Quảng Bình dọc suốt cho đến Bình Thuận, những cái người nghèo mong có ruộng đất cày bừa đưa vào trong này để mà lập nghiệp đi."
21,00:06:23.840,00:06:33.720,"lực lượng địa chủ,chúa Nguyễn,chiến tranh","Như vậy á., là không phải dân tự động mà đi được, bởi vì hồi đó còn rừng núi rậm rạp, đường sá chưa có thì chính phủ hay tổ chức cử người mang phương tiện sản xuất lúa gạo để đài thọ trong thời gian đầu đi chơi vào trong này đâu có gà mà á."
22,00:06:33.720,00:06:39.000,"lực lượng địa chủ,chúa Nguyễn,chiến tranh","Nhưng mà sau đó thì các chú Nguyễn hướng đến một cái đối tượng mà có thể hỗ trợ tốt hơn rất nhiều, tốt hơn rất nhiều, đắc lực cho chính quyền."
23,00:06:39.000,00:06:44.200,"lực lượng địa chủ,chúa Nguyễn,chiến tranh",Đó là cái bộ phận người mà ở trong sử của nhà Nguyễn chép là dân có vật lực thì dân có vật lực đây.
24,00:06:44.200,00:06:50.840,"lực lượng địa chủ,chúa Nguyễn,chiến tranh","thời điểm người Việt Nam thiên di và phương Nam hiện tại, Trung Quốc, một sự biến quan trọng đã xảy ra mà, vậy sao có tác động không nhỏ đến sự hình thành cộng đồng dân cư Nam Bộ của Việt Nam năm 1644, thông qua nội loạn Minh Triều suy sụp, người Mãn Châu nhân cơ hội đó mà đánh chiếm Bắc Kinh, xóa sổ nhà Minh, lập nên triều đại nhà Thanh."
25,00:06:50.840,00:06:56.080,"lực lượng địa chủ,chúa Nguyễn,chiến tranh","thời điểm người Việt Nam thiên di và phương Nam hiện tại, Trung Quốc, một sự biến quan trọng đã xảy ra mà, vậy sao có tác động không nhỏ đến sự hình thành cộng đồng dân cư Nam Bộ của Việt Nam năm 1644, thông qua nội loạn Minh Triều suy sụp, người Mãn Châu nhân cơ hội đó mà đánh chiếm Bắc Kinh, xóa sổ nhà Minh, lập nên triều đại nhà Thanh."
26,00:06:56.080,00:07:01.280,"Trung Quốc,nội loạn Minh Triều suy sụp,cộng đồng dân cư Nam Bộ,Việt Nam năm 1644,xóa sổ nhà Minh,chiến tranh","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
27,00:07:01.280,00:07:07.640,"Trung Quốc,nội loạn Minh Triều suy sụp,cộng đồng dân cư Nam Bộ,Việt Nam năm 1644,xóa sổ nhà Minh,chiến tranh","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
28,00:07:07.640,00:07:16.040,"Phó tướng Hoàng Tiến,người Hoa,Long Mông Dương Ngạn Địch,Cao Nuôi Liêm Trần Thường Xuyên,Trịnh,Phó tướng Trần An Bình,năm Kỷ Mùi 1679,Đài Loan Tổng binh,xứ Đàng trong,chiến tranh","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
29,00:07:16.040,00:07:21.360,"Phó tướng Hoàng Tiến,người Hoa,Long Mông Dương Ngạn Địch,Cao Nuôi Liêm Trần Thường Xuyên,Trịnh,Phó tướng Trần An Bình,năm Kỷ Mùi 1679,Đài Loan Tổng binh,xứ Đàng trong,chiến tranh","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
30,00:07:21.360,00:07:28.360,"Phó tướng Hoàng Tiến,người Hoa,Long Mông Dương Ngạn Địch,Cao Nuôi Liêm Trần Thường Xuyên,Trịnh,Phó tướng Trần An Bình,năm Kỷ Mùi 1679,Đài Loan Tổng binh,xứ Đàng trong,chiến tranh","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
31,00:07:28.360,00:07:34.760,"Phàn Hoàn,Bàn Lân xứ Đồng Nai, Tây Dương ,cửa Đà Nẵng,thuyền tướng sĩ,Cù Lao Phố đệ nhất thương cảng,cửa biển Cần Giờ,xứ Đàng trong,đoàn thuyền,lưu dân Việt","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
32,00:07:34.760,00:07:40.960,"chúa Nguyễn Phúc Nguyên,tháng 3/1679,vùng Bà Rịa Đồng Nai,khu vực Đông Nam Bộ,Sài Gòn Gia Định,Chân Lạp,thương nhân Việt,xứ Đàng Trong,Xiêm La,đồn binh Tân Mỹ,Trần Tứ Xuyên,thành phố Gia Định,trung tâm chính trị,lưu dân Việt khai khẩn,Mỹ Tho,thương cảng Bến Nghé nức tiếng phồn hoa,khu thị tứ","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
33,00:07:40.960,00:07:46.360,"tháng 3/1679,Trấn Biên phiên trấn tín dụng đất,vùng Bà Rịa Đồng Nai,khu vực Đông Nam Bộ,Chân Lạp,sở thuế,đồn binh Tân Mỹ,trung tâm chính trị,lưu dân Việt khai khẩn,thương cảng Bến Nghé nức tiếng phồn hoa,buổi chúa sãi Nguyễn Phúc Nguyên,phương Nam,Sài Gòn Gia Định,xứ Đàng,thương nhân Việt,xứ Đàng Trong,Xiêm La,thành phố Gia Định,Pa ri nô Cô tức Sài Gòn,chú Quang Du rậm rạp,khu thị tứ","Tháng Giêng năm Kỷ Mùi 1679, dư đảng của họ Trịnh ở Đài Loan là Tổng binh Long Mông Dương Ngạn Địch, Phó tướng Hoàng Tiến cùng Tổng binh Cao Nuôi Liêm Trần Thường Xuyên, Phó tướng Trần An Bình vẫn theo binh lính và quyến thuộc tổng cộng hơn 3000 người, trên hơn 50 chiến thuyền tiến về xứ Đàng Trong."
34,00:07:46.360,00:09:06.920,"khối lượng hàng hóa,lúa gạo,bến nghé,giao thông đường thủy,Trung Hoa,đường giao thông",Họ cử người vào kinh xin được làm tôi của chú hiền Nguyễn Phúc Tần.
35,00:09:06.920,00:09:34.920,"phó giáo sư tiến sĩ Đặng Văn Thắng,giám đốc bảo tàng lịch sử Việt Nam,trường đại học khoa học xã hội nhân văn TPHCM",Chúa ưng thuận bàn thiết đại yến tiệc và sai người hướng dẫn hai đoàn di dân người Hoa này vào định cư trên hai vùng đất mới ở phương Nam là Đồng Nai và Mỹ Tho.
36,00:09:34.920,00:10:06.000,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức","sau khi tạ ơn Chúa, đoàn thuyền di dân bắt đầu rời cửa Đà Nẵng sôi bồn hành phương Nam bình thuyền tướng sĩ cao nuôi lim của Trần thường xuyên vào cửa biển Cần Giờ, ngược lên định cư ở Bàn Lân xứ Đồng Nai, Phàn Hoàn trong việc xử xứ Đàng Trong mô tả ở nơi ấy đoàn di dân vỡ đất, phá rừng các phố, lập chợ."
37,00:10:06.000,00:10:11.200,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức","Từ đó thương thuyền các nước Trung Hoa, Nhật Bản, Tây Dương, Đồ Bà qua lại tấp nập, và cũng từ đó phòng quá Trung Hoa thấm dần vào xứ này."
38,00:10:11.200,00:10:17.560,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức","Một thời gian sau, Cù Lao Phố trở thành đệ nhất thương cảng của xứ Nam Kỳ cho đến khi chiến tranh với nhà Tây Sơn xảy đến."
39,00:10:17.560,00:10:24.040,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức",Nhân dân vùng này sao là đất tránh biên thời chúa Nguyễn Phúc Chu.
40,00:10:24.040,00:10:34.800,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức","khi mà người Hoa trần thể suy nhược định vào đó gặp chúng miễn ở miền Trung Á thì họ là mới đầu, họ định là sống ở ngoài đó thôi, nhưng mà chú Nguyễn thì rất là hay là cho vô vô trong này và đặc biệt cho vô cùng ra phố."
41,00:10:34.800,00:10:41.840,"Gia Định thành thông chí,Xá Tốt giết hại dân Việt,vua Chân Lạp Sa Ta 2,thị tứ Mỹ Tho,Trấn Biên,cửa Lôi Lạp,Định Tường,đất Mỹ Tho,Vương Ngạn Định,Trịnh Hoài Đức","Với lại với lại Mỹ Tho thì ông Trần Tứ Xuyên của bố thì tên của ông để lại rất nhiều, thí dụ như là thất phủ cổ phiếu ở đó, thứ hai nữa là những cái nhà cổ của người qua mà bây giờ người cán bộ đó."
42,00:10:41.840,00:10:50.960,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,trung tâm thương mại Chợ Lớn Sài Gòn nhộn nhịp",liền kề Trấn Biên là phiên trấn tín dụng đất Sài Gòn Gia Định mà ngày nay được biết đến với tên gọi thành phố Hồ Chí Minh.
43,00:10:50.960,00:11:01.600,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,trung tâm thương mại Chợ Lớn Sài Gòn nhộn nhịp","Ban đầu, đây vốn là chú Quang Du rậm rạp, điểm dừng chân qua lại và nghỉ ngơi của các thương nhân người Việt khi sang Chân Lạp hay Xiêm La, nhưng kể từ buổi chúa sãi Nguyễn Phúc Nguyên cho đặt hai sở thuế tại Pa ri nô Cô tức Sài Gòn và Các Cô bê tức Bến Nghé."
44,00:11:01.600,00:11:34.400,"nhà nghiên cứu Nguyễn Đình Tư,chi hội khoa học lịch sử TPHCM","Năm 1623, để thu thuế những lưu dân Việt khai khẩn ở vùng Bà Rịa Đồng Nai, người xứ Đàng Trong đã không ngừng kéo nhau về đây quần tụ, biến chúng trở thành trung tâm của khu thị tứ trên bến dưới thuyền, công nghiệp và thương nghiệp sầm uất."
45,00:11:34.400,00:12:01.600,"giáo sư tiến sĩ Nguyễn Quang Ngọc,phó chủ tịch hội khoa học lịch sử Việt Nam","Đến tháng 3/1679, chú Nguyễn lại cho lập đồn binh Tân Mỹ để củng cố quyền lực trên vùng đất mới, mở đường cho việc tiến tới chính thức xác lập chủ quyền ở khu vực Đông Nam Bộ, thành phố Gia Định của xứ Đàng Trong năm 1698."
46,00:12:01.600,00:14:08.240,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,đô thị Cù Lao Phố","Kể từ đó trở đi, Sài Gòn Gia Định từng bước trở thành một trung tâm chính trị, kinh tế, văn hóa trọng yếu ở phương Nam với thương cảng Bến Nghé nức tiếng phồn hoa một thời."
47,00:14:08.240,00:14:17.440,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,đô thị Cù Lao Phố","vẫn rất lớn là lúa gạo, Nó cung cấp cho."
48,00:14:17.440,00:14:28.480,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,đô thị Cù Lao Phố","cả thế giới vâng ạ, cái thứ hai ấy là nó có cái hệ thống đường."
49,00:14:28.480,00:14:33.800,"đô thị thương mại trung tâm của miền Nam,Nam Kỳ,Mỹ Tho Đại Phố,vùng đất Mỹ Tho,Mỹ Tho trung tâm thương mại,Mỹ Tho trung tâm buôn bán,Sài Gòn trung tâm quân sự,Gia Định thành thông chí,đô thị Cù Lao Phố","lại bàn về nhóm người qua di dân của Vương Ngạn Định, sau khi tiến vào cửa Lôi Lạp, đến định cư ở vùng Mỹ Tho Quan Vắng."
50,00:14:33.800,00:15:20.960,"phó giáo sư tiến sĩ Đặng Văn Thắng,giám đốc bảo tàng lịch sử Việt Nam,trường đại học khoa học xã hội nhân văn TPHCM","Theo Trịnh Hoài Đức, trong Gia Định Thành thông chí, đất Mỹ Tho sau này là Định Tường, trên nguyên tắc ban đầu là nơi để thu nhận những thành phần dân cư quá đông đúc, từ Trấn Biên và Phiên trấn đến ở tùy ý khẩn quan định cư, và mặc dù người đàn trong đã có công khai phá, làm chủ vùng đất này, nhưng trên hình thức vẫn do Chân Lạp quản lý."
51,00:15:20.960,00:15:26.280,"thời Minh Mạng,Nam Bộ,mới đầu Thuận Minh Hương","Sau sự biến Xá Tốt giết hại dân diệt, chúa Nguyễn cử binh đi chinh phạt vua Chân Lạp Sa Ta 2, tức nàng tha dần đất Mỹ Tho để tạ tội."
52,00:15:26.280,00:15:37.440,"thời Minh Mạng,Nam Bộ,mới đầu Thuận Minh Hương,thương nhân Mạc Cửu","ngày nay, vùng đất Mỹ Tho tuy không còn là đô thị thương mại trung tâm của miền Nam, nhưng dấu ấn về một Mỹ Tho Đại Phố giang bóng ngày nào vẫn sống mãi trong lịch sử và ký ức của người dân vùng đất này trong lịch sử cuộc diễn trên Nam Kỳ, một tác giả người Pháp đã biết Sài Gòn là trung tâm quân sự, Mỹ Tho là trung tâm thương mại, các ghe thuyền của người Nhật, người Tàu, người a5, người Xiêm có đáy cạn, dễ di chuyển trên sông, gần nơi sản xuất gạo."
53,00:15:37.440,00:16:07.800,"thời Minh Mạng,Nam Bộ,mới đầu Thuận Minh Hương,thương nhân Mạc Cửu",Thêm vào truyền thống người dân địa phương từ bao thế kỷ khiến cho Mỹ Tho trở thành trung tâm buôn bán lớn nhất của Nam Kỳ trước khi người Âu đến.
54,00:16:07.800,00:17:54.640,"thời Minh Mạng,Nam Bộ,mới đầu Thuận Minh Hương","hai đô thị Cù Lao Phố và Mỹ Tho, Đại Phố Hưng Thịnh có đóng góp không nhỏ của cộng đồng người qua di dân, cùng với thái độ cởi mở, tích cực của các Chúa Nguyễn đối với cộng đồng nàymặc dù sau đó do những thăng trầm, biến động, người qua ở Nam Bộ dần di cư về phía gia đình, góp phần kiến tạo nên trung tâm thương mại Chợ Lớn Sài Gòn nhộn nhiệt ở các giai đoạn tiếp theo"
55,00:17:54.640,00:18:41.160,"giáo sư tiến sĩ Nguyễn Quang Ngọc,phó chủ tịch hội khoa học lịch sử Việt Nam","thơ Nguyễn đối với người mà gọi là bà ăn một mình, nó hoàn toàn khác với thái độ của Nguyễn đối với nhà Thanh."
56,00:18:41.160,00:19:23.640,"thời Minh Mạng,Nam Bộ,mới đầu Thuận Minh Hương","Cho nên là người ta, là người ta cùng nhau góp sức để mà xây dựng cái vùng Nam Bộ này thì nó nó khác họ, tất cả, tất cả."
57,00:19:23.640,00:19:33.800,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","Đây như là quê hương thứ hai của họ và chúng ta thấy ngay từ đầu như vậy, thí dụ và càng ngày càng hòa nhập."
58,00:19:33.800,00:19:39.920,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","một nhóm dây thần nhà Minh khác cũng có đóng góp rất lớn trong công cuộc khẩn quang Nam bộ của người Việt Nam, đó là dòng họ Mạc ở đất Hà Tiên mà ngày nay được thờ phụng trang trọng, tôn nghiêm trên vùng đất khi xưa chính dòng họ này đã khai phá."
59,00:19:39.920,00:19:45.120,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","Sử cũ chép rằng khi nhà Minh bị diệt thì gần như cùng lúc với Trần Thường Xuyên ở Cù Lao Phố và Vương Ngạn Định ở Mỹ Tho, thương nhân Mạc Cửu cũng dẫn theo gia quyến bỏ nước ra đi."
60,00:19:45.120,00:19:50.640,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","Trịnh Hoài Đức chép rằng Mạc Cửu thấy ở Phú Sài Mạc của nước ấy, người Việt, người Trung Hoa, Cao Miên, Đồ Bà các nước tụ tập mở trường đánh bạc để lấy sâu, gọi là thuế quan chi bàn."
61,00:19:50.640,00:19:59.120,"Nam bộ, thương nhân Mạc Cửu,Vương Ngạn Định,Việt Nam lưu tán,Cà Mau,Mỹ Tho,xứ Phú Quốc,dòng họ Mạc,Cù Lao Phố,đất Hà Tiên,Trịnh Hoài Đức","7 xã Thu mà dòng họ Mạc khai khẩn ven biển Tây Nam, trải dài từ tỉnh Kong Pongsh của Campuchia ngày nay đến tận xứ Cà Mau của Việt Nam."
