Scene number,Start,End,Keywords,Description
10,00:02:46.400,00:02:54.360,kênh rạch miền Tây Nam Bộ,"làm trai cho đáng, nên trai Phú Xuân Đã tại Đồng Nai, đã từng xứ Đồng Nai trong câu ca dao cổ có ý nghĩa bao hàm các vùng đất Nam Bộ rộng lớn, trong buổi đầu người Việt đến khẩn đất, mở rộng biên cương ở trời Nam, nhưng những cuộc di dân lẻ tẻ và tự phát trước thế kỷ 17 đã không tạo ra những điều kiện cần và đủ để hình thành nên các đơn vị làng xã chín thống của người Việt trên vùng đất mới."
11,00:02:54.360,00:03:03.200,kênh rạch miền Tây Nam Bộ,"làm trai cho đáng, nên trai Phú Xuân Đã tại Đồng Nai, đã từng xứ Đồng Nai trong câu ca dao cổ có ý nghĩa bao hàm các vùng đất Nam Bộ rộng lớn, trong buổi đầu người Việt đến khẩn đất, mở rộng biên cương ở trời Nam, nhưng những cuộc di dân lẻ tẻ và tự phát trước thế kỷ 17 đã không tạo ra những điều kiện cần và đủ để hình thành nên các đơn vị làng xã chín thống của người Việt trên vùng đất mới."
12,00:03:03.200,00:03:08.520,kênh rạch miền Tây Nam Bộ,"làm trai cho đáng, nên trai Phú Xuân Đã tại Đồng Nai, đã từng xứ Đồng Nai trong câu ca dao cổ có ý nghĩa bao hàm các vùng đất Nam Bộ rộng lớn, trong buổi đầu người Việt đến khẩn đất, mở rộng biên cương ở trời Nam, nhưng những cuộc di dân lẻ tẻ và tự phát trước thế kỷ 17 đã không tạo ra những điều kiện cần và đủ để hình thành nên các đơn vị làng xã chín thống của người Việt trên vùng đất mới."
13,00:03:08.520,00:03:50.480,"buổi đầu người Việt,Nam Bộ,Đồng Nai,trai Phú Xuân,xứ Đồng Nai,năm 1698,Nguyễn Hữu Cảnh thiết lập bộ máy hành chính,thế kỷ 17,xứ Đồng Nai Gia Định,trời Nam,vùng Tây Nam Bộ,cảnh hoàng hôn","Mãi cho đến năm 1698, khi Thống suất Nguyễn Hữu Cảnh thiết lập bộ máy hành chính ở xứ Đồng Nai Gia Định thì làng xã người Việt mới chính thức được thành lập và được ghi chép vào chính sử nước Nam ta."
14,00:03:50.480,00:04:37.600,"buổi đầu người Việt,Nam Bộ,Đồng Nai,trai Phú Xuân,xứ Đồng Nai,năm 1698,Nguyễn Hữu Cảnh thiết lập bộ máy hành chính,thế kỷ 17,xứ Đồng Nai Gia Định,trời Nam,vùng Tây Nam Bộ,cảnh hoàng hôn","Giáo sư Trần Ngọc Thêm và cộng sự trong tác phẩm Văn hóa người Việt vùng Tây Nam Bộ đã chỉ ra rằng quá trình hình thành và phát triển của một thôn làng Nam Bộ đại thể như sau: Khi có một nhóm nhỏ cư dân tới một địa điểm mới để định cư, khai quang thì việc đầu tiên là lập xóm, từ xóm mới phát triển dần thành ấp."
15,00:04:37.600,00:04:50.240,"phó giáo sư tiến sĩ Phan An,viện khoa học xã hội vùng Nam Bộ","Những đơn vị cư trú biệt lập, các ấp liền kề nhau, đầy đủ các quan hệ, huyết thống, thân thuộc, quen biết, hợp lại thành ôn lại."
16,00:04:50.240,00:05:17.000,"phó giáo sư tiến sĩ Nguyễn Quang Ngọc,phó chủ tịch hội khoa học lịch sử Việt Nam","trong ba thế kỷ 17 18h19, di dân khẩn đất là chính sách nhất quán, cơ bản của chính quyền Đàng Trong và vương triều nhà Mỹ thời kỳ đầu."
17,00:05:17.000,00:06:36.960,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Cấu trúc hành chính ở Nam Bộ được định hình theo chiều dọc gồm phú, huyện, xã và sau khi lưu dân đến tụ cư ngày càng đông đúc thì cơ cấu này cũng từng bước được mở rộng ra, bao gồm các châu của huyện, tổng, xã, thôn, vườn, ấp, nhân dân."
18,00:06:36.960,00:06:43.200,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Châu bao gồm 2 đến 3 vụ, phụ bao gồm 2 đến 3 huyện, mỗi huyện gồm 2 đến 3 tổng, Mỗi tổng có nhiều xã, xã là đơn vị hành chính cấp cơ sở, về cơ bản là sự quy tụ các làng Nam bộ trong quá trình khai quang, lập ấp."
19,00:06:43.200,00:06:49.080,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa",điều kiện để thành lập những đơn vị hành chính này cũng được chính quyền quy định khá thoáng.
20,00:06:49.080,00:06:54.560,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Chẳng hạn năm 1853, vua Tự Đức ra chỉ dùng dân bộ lập ấp, chỉ cần có đủ 10 người trở lên là cho phép tùy chỗ khai khẩn cư trú, nối liền nhau lập thành số của thôn."
21,00:06:54.560,00:07:00.200,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa",đầu tiên là họ phải muốn làm sống được.
22,00:07:00.200,00:07:06.400,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Đối diện với một cái thiên nhiên hoang dã như thế thì người ta phải có cái tập hợp tác, tức là hình thành của cộng đồng."
23,00:07:06.400,00:07:11.920,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Và đấy là cái cộng đồng làng xã, một cái tổ chức đầu tiên ở Nam Bộ này."
24,00:07:11.920,00:07:18.400,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa",Cái cấu trúc nông thôn ở khu vực.
25,00:07:18.400,00:07:24.640,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa",à bạn Sông Cửu Long
26,00:07:24.640,00:07:30.000,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","thì nó cũng khác rất là nhiều so với lại mà bắt nãy, mà tôi thông, ví dụ như là gì cái nhà ấy thì vạt tiền nhà vẫn là bán các kênh rạch, mặt tiền là quay ra kênh rạch chứ không phải là quay ra cái đường bộ."
27,00:07:30.000,00:07:40.560,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","theo hai tác giả Huỳnh Ngọc Trản và Trương Ngọc Tường, cha ông xưa muốn lập làng trên vùng đất mới thì đầu tiên phải có người đứng ra làm đơn khai rõ số dân đình, số diện tích đất đai đã khai khẩn và vị trí ranh giới của tôm là sau khi nhận được đơn hàng trên sẽ cho người xuống xác minh tường tận rồi mới trình tấu và triều đình, thôn làng mới được coi là hình thành khi có lệnh của triều đình cho phép lập và chuẩn y tên ông là những người có công khai quan đầu tiên và đứng ra xin phép lập thôn làng, lúc sống được phong làm hương chất, khi chết được tôn làm tiền hiền khai khẩn."
28,00:07:40.560,00:07:47.160,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Những người có công lập chợ, làm cầu, đất đường được tôn làm hậu hiền khai cơ."
29,00:07:47.160,00:07:54.080,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa","Những ai có công khai hoang, mở thêm ruộng đất cho làng thì được tôn làm hậu hiền khay canh."
30,00:07:54.080,00:08:05.400,"đồng bằng Nam Bộ,tài liệu địa chỉ xưa ghi nhận lịch sử,tính chất khai phá,thôn điền,bối cảnh lịch sử,đất hoang,cánh đồng,nông dân,làm ruộng,cấy lúa",Còn những người có công tái lập thôn làng hoặc tách ra một bộ phận để lập thành thôn làng mới thì công đức sẽ được sánh ngang với Tiền Hiền và được tôn làm Hậu Hiền Khai Khẩn.
31,00:08:05.400,00:08:51.400,"phó giáo sư tiến sĩ Phan An,viện khoa học xã hội vùng Nam Bộ","tên gọi làng, xã ở miền Bắc thì vào đến Nam Bộ đã được thay thế bằng phương ngữ ôm ấp mang đậm dấu ấn vùng miền và do được hình thành trong bối cảnh lịch sử, điều kiện tự nhiên, xã hội khác biệt nên thôn ấp Nam Bộ mang những đặc trưng rất riêng."
32,00:08:51.400,00:09:00.600,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng",Các tài liệu địa chỉ xưa ghi nhận lịch sử hình thành làng xã ở đồng bằng Bắc Bộ từ hàng ngàn năm trước cũng bắt đầu từ việc khẩn qua.
33,00:09:00.600,00:09:06.320,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Nhưng thời kỳ ấy, công việc này mang tính chất khai phá của cả cộng đồng, gắn chặt với việc trị thủy và chống chọi thiên tai, do đó sở hữu công xã và chế độ công điền, công thổ chiếm ưu thế tuyệt đối."
34,00:09:06.320,00:09:11.680,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Còn đối với khu vực phía Nam, dù là đất quan nhưng lại rất phì nhiêu, màu mỡ, chỉ lợi dễ dàng vì lắm kênh rạch chằng chịt nên thuận tiện trong việc khai phá đơn lẻ, không nhất thiết phải hợp tác, ràng buộc với cộng đồng."
35,00:09:11.680,00:09:17.720,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Chế độ sở hữu tư và ruộng đất tư do đó có điều kiện phát triển mạnh, chiếm ưu thế vượt trội so với đất 4 thôn điền khổ hay quang điền, đồn điền của nhà nước."
36,00:09:17.720,00:09:23.240,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Chính điều này đã làm nên những khác biệt rất lớn trong tổ chức, không gian và sinh hoạt cộng đồng của thôn, ấp Nam Bộ so với làng xã Bắc Bộ."
37,00:09:23.240,00:09:28.960,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","ờ công điện tức là cái lỗi chung của cả làng đấy, nó là hàng, đến khoảng một thời gian thì người ta lại chia ra cho mỗi hộ gia đình họ làm, làm xong rồi một thời gian họ gom lại, họ chia lại cho từng gia đình, cho từng cái cái người dân ở đấy."
38,00:09:28.960,00:09:34.920,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Đấy là cái mà người ta tính rằng miền Bắc là cái số cái sở hữu đất công, nó chiếm một tỷ lệ rất lớn, có thể đến từ 50 %, bởi vì nó gắn với những cái công xã dài cổ, cho nên nó có rộng tấn công."
39,00:09:34.920,00:09:41.720,"dòng kênh,sông rạch,Nam Bộ,kinh tế hàng hóa,lũy tre,trục giao thông,không gian thôn,Tiền Giang,cổng làng","Còn cái làng ở phía Nam Á thì cái độ nói có rất ít, gần như là không có nhiều."
40,00:09:41.720,00:09:48.160,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa",Bởi vì sao?
41,00:09:48.160,00:09:56.560,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa",Bởi vì vào trong Nam là những người đầu tiên khai khẩn.
42,00:09:56.560,00:10:02.080,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","Đất thì đất là đất mênh mông đấy thì người ta cứ khai và khai bao nhiêu thì họ là của họ thôi, nhà nước không can thiệp."
43,00:10:02.080,00:10:08.640,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","sát địa chỉ, Tiền Giang ghi nhận 4 loại hình phân bố dân cư trong tổ chức không gian thôn, ấp Nam Bộ, Đó là cư trú an sông rạch, cư trú dọc cây đào, cư trú theo dòng khác và cư trú tập trung, trong đó các loại hình cư trú trên diện rộng chiếm đa số hoàn toàn xa lạ với hình thức ca tụng của các làng xã miền Bắc."
44,00:10:08.640,00:10:15.880,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","Việc tổ chức thông áp theo các dòng kênh, các trục giao thông thuận tiện này chính là sản phẩm của thời đại, khi kinh tế hàng hóa đã bắt đầu phát triển."
45,00:10:15.880,00:10:23.600,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","Vì vậy, nếu làm xã Bắc Bộ cổ truyền, tự trị khép kín thì nét đặc trưng chung của thôn Ấp Nam Bộ là tính mở."
46,00:10:23.600,00:10:30.880,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa",Thôn Ấp Nam Bộ không có lũy tre dày đặc bao quanh với cổng làng sớm mở tối đóng như làng quê Bắc Bộ.
47,00:10:30.880,00:10:37.600,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","Giáo sư sử học Ngô Văn Lệ cho rằng, Đồng bằng sông Cửu Long có hệ thống sông ngòi chằng chịt, quá trình khai phá vùng đất này lại có sự tham gia rất tích cực của người Khmer, người qua người Chăm."
48,00:10:37.600,00:10:43.600,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa",Tất cả những yếu tố đó có ảnh hưởng rất lớn đến hình ái cư trú của người Việt phương Nam.
49,00:10:43.600,00:10:49.000,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","người tiểu nông tuy vẫn mang nặng tình làng nghĩa xóm, nhưng tính cách và vai trò của họ không bị hòa tan trong cộng đồng."
50,00:10:49.000,00:10:55.520,"Đồng bằng sông Cửu Long,hệ thống sông ngòi,làng Nam Bộ,mua bán,nấu ăn,trẻ em chơi đùa","Tính năng động làm cho họ tùy ý lựa chọn phương thức hoạt động kinh tế của mình, cũng chính vì thế họ ít bị chi phối bởi các mối quan hệ khác như người nông dân Bắc Bộ."
51,00:10:55.520,00:11:35.000,"phó giáo sư tiến sĩ Trần Thuận,phó trưởng khoa lịch sử,đại học khoa học xã hội nhân văn TPHCM","Tính mở này làm cho 0 ấp Nam Bộ vừa dễ dàng tiếp thu những cái mới, những cái tốt từ bên ngoài nhấn, đồng thời cũng bị tác động tiêu cực từ chính các yếu tố bên ngoài đó."
52,00:11:35.000,00:11:40.760,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Đây có thể được xem là nét khác biệt lớn nhất giữa làng Việt Bắc Bộ và làng Việt Nam Bộ trong bối cảnh chung của văn hóa Việt.
53,00:11:40.760,00:11:47.320,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","là Nam Bộ, nó có một cái tính chất."
54,00:11:47.320,00:11:54.200,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Tính chất rất là khác biệt so với miền Trung vì bác đó là tính mở.
55,00:11:54.200,00:12:00.440,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Nó tính mở.
56,00:12:00.440,00:12:07.960,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Tính mở ở đây là gì?
57,00:12:07.960,00:12:14.560,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Về mặt không gian lẫn cả về mặt tâm tưởng của con người.
58,00:12:14.560,00:12:20.280,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","Về mặt không gian thì chúng ta biết rằng là cư dân, cư dân Việt khi họ đến, đến, khi phá thì họ dựng nhà dựng cửa trên các cái vùng đất cao, những mô đất cao, hoặc là những cái cái dòng, những cái giải, những cái rẻo đất cao, và những cái dẻo này thì thường là bờ sông."
59,00:12:20.280,00:12:25.600,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","hoặc là ven biển, cho nên là những cái làng đó cứ thế mà nó hình thành trên các cái bờ sông là nó cứ chạy ra không dừng lại."
60,00:12:25.600,00:12:33.320,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","Thôn ấp Nam Bộ được hình thành muộn hơn rất nhiều so với khu vực Bắc Bộ, quá trình hình thành diễn ra nhanh chóng, chịu sự can thiệp và quản lý của nhà nước ngay từ đầu nên làng cũng không có hương ước, không có lệ làng và không có các tổ chức phi quang phương chi phối."
61,00:12:33.320,00:12:40.440,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","Mặt khác, thôn ấp ra đời trong quá trình khai phá, tập hợp dân cư ở nhiều địa phương khác nhau, nhiều dòng họ khác nhau và không dòng họ nào chiếm ưu thế trong cộng đồng thôn ấp."
62,00:12:40.440,00:12:48.640,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","Do đó, mối quan hệ thân tộc không có cơ sở thể hiện vai trò của mình và cũng không có thôn ấp nào lấy tên họ để đặt tên cho làng như ở khu vực Bắc Bộ."
63,00:12:48.640,00:12:55.440,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","liên kết họ hàng làng xã khá lỏng lẻo, nhưng vai trò của gia đình lại có phần nổi trội hơn trong các thôn ấp Nam Bộ."
64,00:12:55.440,00:13:03.240,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","liên kết họ hàng làng xã khá lỏng lẻo, nhưng vai trò của gia đình lại có phần nổi trội hơn trong các thôn ấp Nam Bộ."
65,00:13:03.240,00:13:11.080,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam","liên kết họ hàng làng xã khá lỏng lẻo, nhưng vai trò của gia đình lại có phần nổi trội hơn trong các thôn ấp Nam Bộ."
66,00:13:11.080,00:13:16.760,"lệ làng,quan hệ thân tộc,Nam Bộ,cây trái,mâm ngũ quả,thờ cúng,làm bánh,họ hàng,làng xã,cộng đồng làng,gia đình người Việt Nam",Bởi khi cộng đồng làng không phải là chỗ dựa tinh thần trong bối cảnh thiên nhiên quá rộng lớn và nhà này ở cách nhà kia khá xa thì người Việt Nam Bộ hiển nhiên sẽ xem trọng vai trò của gia đình.
67,00:13:16.760,00:14:04.240,"tiến sĩ Nguyễn Ngọc Thơ,khoa văn hóa học,đại học khoa học xã hội nhân văn TPHCM","Mặc dù vẫn duy trì chế độ phụ hệ gia trưởng nhưng gia đình người Việt Nam Bộ lại có những đặc trưng riêng, không chỉ đón dâu mà còn bắt rể, không chỉ xem trọng bên nội mà còn có xu hướng thân tình với bên ngoài."
68,00:14:04.240,00:14:09.640,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","Mọi công việc trong gia đình, nam giới vẫn là người chủ trì nhưng đã có sự tham gia của phụ nữ, kể cả trong việc thừa kế tài sản."
69,00:14:09.640,00:14:29.080,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","ở khu vực Bắc Bộ thành một gia đình, một cá thể được sống trong một không gian cộng đồng làng, mọi quyết định của anh đều phải được đồng thuận bởi cộng đồng làng."
70,00:14:29.080,00:14:35.080,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","Nhưng ở Nam Bộ này, người ta chỉ có thể đến với nhau và nghĩ chỉ biết bài gia đình sống lân cận với nhau mà thôi không ạ."
71,00:14:35.080,00:14:42.680,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","Do vậy mà cái cái cái cái tục thờ tổ tiên ở Nam Bộ, nó mua xe khác đi so với Bắc Bộ."
72,00:14:42.680,00:14:49.360,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","Nếu như Bắc Bộ, Tết Thanh Minh là dịp con cháu không cần biết ở nhánh nào cả và đời nào cả, tất cả tề tựu về từ đường cũng là một cái lễ Thanh Minh, coi như là một truyền thống."
73,00:14:49.360,00:14:55.200,"quan hệ láng giềng,thôn ấp Tây Nam Bộ,sông rạch,đường nông thôn,miền sông nước Cửu Long,hàng xóm","Chị hiểu thì người Việt Nam Bộ mặc dù cái Tết Thanh Minh nó nhạt hơn, không có nghĩa là truyền thống chủ yếu nó nhạt, mà bởi vì cái cách định cư ở chúng ta rải rác không thành, xóm áp chặt chẽ, nên chúng ta không thể nào cùng với những người hoang quan hệ huyết thống để mà tổ chức từ đường được."
