Scene number,Start,End,Keywords,Description
16,00:03:12.840,00:03:24.000,"lưu dân người Việt,cuộc sống nhân dân,khu vực đồng bằng,tộc người bản địa,đặc trưng địa hình trũng,chăn trâu,đồng ruộng","trong hai thế kỷ 17 và 18, toàn bộ vùng đất Nam Bộ nói chung và Tây Nam Bộ nói riêng lần lượt được người Việt Nam xác lập chủ quyềnmặc dù sau này địa giới hành chính và cương vực lãnh thổ có những xây dựng, đổi thay nhất định, nhưng Tổ quốc chúng ta đã rõ ra một dáng dóc hình hài chữ S kéo dài từ đỉnh Hà Giang đến tận dụng đất mũi Cà Mau."
17,00:03:24.000,00:03:31.960,"Nam Bộ,địa giới hành chính,hình hài chữ S kéo dài,Tây Nam Bộ","trong hai thế kỷ 17 và 18, toàn bộ vùng đất Nam Bộ nói chung và Tây Nam Bộ nói riêng lần lượt được người Việt Nam xác lập chủ quyềnmặc dù sau này địa giới hành chính và cương vực lãnh thổ có những xây dựng, đổi thay nhất định, nhưng Tổ quốc chúng ta đã rõ ra một dáng dóc hình hài chữ S kéo dài từ đỉnh Hà Giang đến tận dụng đất mũi Cà Mau."
18,00:03:31.960,00:03:40.960,"Nam Bộ,địa giới hành chính,hình hài chữ S kéo dài,Tây Nam Bộ","trong hai thế kỷ 17 và 18, toàn bộ vùng đất Nam Bộ nói chung và Tây Nam Bộ nói riêng lần lượt được người Việt Nam xác lập chủ quyềnmặc dù sau này địa giới hành chính và cương vực lãnh thổ có những xây dựng, đổi thay nhất định, nhưng Tổ quốc chúng ta đã rõ ra một dáng dóc hình hài chữ S kéo dài từ đỉnh Hà Giang đến tận dụng đất mũi Cà Mau."
19,00:03:40.960,00:04:24.560,"Nam Bộ,nền văn hiến Nam bộ,Nguyễn Hữu Hào , Đặng Đại Đồ,phía Nam Tổ quốc,di dân Việt Nam,địa giới hành chính,hình hài chữ S kéo dài,Tây Nam Bộ","Tuy Người thực hiện công việc này chủ yếu là nhân dân lao động, là những di dân Việt Nam thuộc đủ các thành phần chủng tộc, nhưng lại được đặt dưới sự điều hành trực tiếp của những công thần mà tài năng và đức độ của họ đã sống mãi trong lòng người dân Nam Bộ."
20,00:04:24.560,00:04:33.160,"Nam Bộ,Nguyễn Hữu Hào,Đặng Đại Đồ","quá trình khẩn hoang của người Việt ở Nam Bộ thì diễn ra cũng phải nói là mấy trăm năm, và đây là kết quả."
21,00:04:33.160,00:05:08.760,"tiến sĩ Đinh Văn Hạnh,phân viện trưởng phân viện văn hóa nghệ thuật quốc gia Việt Nam tại TPHCM","Đấy là thành tựu của cả cái cộng đồng lưu dân người Việt và khai phá, nhưng mà ở đó thì cũng nổi lên là những con người rất là cụ thể, ví dụ như là Nguyễn Hữu Cảnh, Nguyễn Hữu Hào, Đặng Đại Đồ, rồi sau này là có."
22,00:05:08.760,00:06:07.120,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu,tượng","à Thoại Ngọc Hầu, ở Lê Văn Duyệt có một nhân vật nữa nhưng mà người ta rất ít nhắc đến, đấy là Nguyễn Cư Trinh."
23,00:06:07.120,00:06:14.080,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu","nhân vật đầu tiên phải kể đến là Lễ Thành Hầu Nguyễn Hữu Cảnh, thuộc dòng dõi Tướng Tài của vùng đất Quảng Bình."
24,00:06:14.080,00:06:20.640,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu,cổ vật,bản đồ",Sinh ra trong thời kỳ Trịnh Nguyễn phân tranh tàn khốc nên từ rất sớm Nguyễn Hữu Cảnh đã chuyên tâm luyện tập võ nghệ bên biện và đã lập được những chiến công hiển hách.
25,00:06:20.640,00:06:26.360,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu,cổ vật,bản đồ","tháng 2 năm Mậu Dần 1698, vâng lệnh chúa Nguyễn Phúc Chu thống suất Nguyễn Hữu Cảnh vào Nam Kinh lược, ông xét thấy vùng đất mới của xứ Đàng Trong ở phương Nam, đất đai thì rộng rãi mênh mông, nhưng toàn là xin là rừng rậm, trong khi đó nhân lực lại ít ỏi, di dân lập ấp, tự do không quy củ, đời sống sinh hoạt vô cùng khó khăngì."
26,00:06:26.360,00:06:37.120,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu,cổ vật,bản đồ","tháng 2 năm Mậu Dần 1698, vâng lệnh chúa Nguyễn Phúc Chu thống suất Nguyễn Hữu Cảnh vào Nam Kinh lược, ông xét thấy vùng đất mới của xứ Đàng Trong ở phương Nam, đất đai thì rộng rãi mênh mông, nhưng toàn là xin là rừng rậm, trong khi đó nhân lực lại ít ỏi, di dân lập ấp, tự do không quy củ, đời sống sinh hoạt vô cùng khó khăngì."
27,00:06:37.120,00:06:45.560,"Nguyễn Phúc Tần,xứ Đàng Trong,Lễ Thành Hầu Nguyễn Hữu Cảnh,dẹp loạn Chiêm Thành,cơ sở hành chính,năm Mậu Dần 1698,lệnh chúa Nguyễn Phúc Chu,cổ vật,bản đồ","sử gia Trần Trọng Kim trong Việt Nam sử lược chép rằng Nguyễn Hữu Cảnh đã lấy Đồng Nai làm huyện Phước Long và Sài Gòn là huyện Tân Bình, đặt trấn Biên Dinh tức là Biên Hòa và phiên trấn Vinh, tức là gia đình sai quan vào cai trị, lại chiêu mộ những kẻ lưu dân từ Quảng Bình trở vào để lập ra thôn xã và khai khẩn ruộng đất phụ gia đình."
28,00:06:45.560,00:06:59.320,"Nhà Bè,Đồng Nai huyện Phước Long,Long An,sử gia Trần Trọng Kim,Sài Gòn huyện Tân Bình,Đồng Nai,trấn Biên Dinh tức là Biên Hòa,Nguyễn Hữu Cảnh,kênh rạch,sông nước","sử gia Trần Trọng Kim trong Việt Nam sử lược chép rằng Nguyễn Hữu Cảnh đã lấy Đồng Nai làm huyện Phước Long và Sài Gòn là huyện Tân Bình, đặt trấn Biên Dinh tức là Biên Hòa và phiên trấn Vinh, tức là gia đình sai quan vào cai trị, lại chiêu mộ những kẻ lưu dân từ Quảng Bình trở vào để lập ra thôn xã và khai khẩn ruộng đất phụ gia đình."
29,00:06:59.320,00:07:05.400,"Nhà Bè,Đồng Nai huyện Phước Long,Long An,sử gia Trần Trọng Kim,Sài Gòn huyện Tân Bình,Đồng Nai,trấn Biên Dinh tức là Biên Hòa,Nguyễn Hữu Cảnh,kênh rạch,sông nước","sử gia Trần Trọng Kim trong Việt Nam sử lược chép rằng Nguyễn Hữu Cảnh đã lấy Đồng Nai làm huyện Phước Long và Sài Gòn là huyện Tân Bình, đặt trấn Biên Dinh tức là Biên Hòa và phiên trấn Vinh, tức là gia đình sai quan vào cai trị, lại chiêu mộ những kẻ lưu dân từ Quảng Bình trở vào để lập ra thôn xã và khai khẩn ruộng đất phụ gia đình."
30,00:07:05.400,00:07:11.560,"Nhà Bè,Đồng Nai huyện Phước Long,Long An,sử gia Trần Trọng Kim,Sài Gòn huyện Tân Bình,Đồng Nai,trấn Biên Dinh tức là Biên Hòa,Nguyễn Hữu Cảnh,kênh rạch,sông nước","sử gia Trần Trọng Kim trong Việt Nam sử lược chép rằng Nguyễn Hữu Cảnh đã lấy Đồng Nai làm huyện Phước Long và Sài Gòn là huyện Tân Bình, đặt trấn Biên Dinh tức là Biên Hòa và phiên trấn Vinh, tức là gia đình sai quan vào cai trị, lại chiêu mộ những kẻ lưu dân từ Quảng Bình trở vào để lập ra thôn xã và khai khẩn ruộng đất phụ gia đình."
31,00:07:11.560,00:07:18.800,"Nhà Bè,Đồng Nai huyện Phước Long,Long An,sử gia Trần Trọng Kim,Sài Gòn huyện Tân Bình,Đồng Nai,trấn Biên Dinh tức là Biên Hòa,Nguyễn Hữu Cảnh,kênh rạch,sông nước,nông dân làm ruộng","sử gia Trần Trọng Kim trong Việt Nam sử lược chép rằng Nguyễn Hữu Cảnh đã lấy Đồng Nai làm huyện Phước Long và Sài Gòn là huyện Tân Bình, đặt trấn Biên Dinh tức là Biên Hòa và phiên trấn Vinh, tức là gia đình sai quan vào cai trị, lại chiêu mộ những kẻ lưu dân từ Quảng Bình trở vào để lập ra thôn xã và khai khẩn ruộng đất phụ gia đình."
32,00:07:18.800,00:07:26.560,"Nhà Bè,Đồng Nai huyện Phước Long,Long An,sử gia Trần Trọng Kim,Sài Gòn huyện Tân Bình,Đồng Nai,trấn Biên Dinh tức là Biên Hòa,Nguyễn Hữu Cảnh,kênh rạch,sông nước","5698 hoặc đánh dấu một cái mốc cực kỳ quan trọng, đó là sự hiện hữu và hợp thức hóa chủ quyền của nhà nước chú Nguyễn trên vùng đất Nam Bộ, mà cái này là đã được sự đồng thuận của Quốc Vương và là triều đình Chân Lạp."
33,00:07:26.560,00:07:47.160,"phó giáo sư tiến sĩ Trần Thuận,phó trưởng khoa lịch sử,trường đại học khoa học xã hội nhân văn TPHCM","chỉ trong vòng một năm vào Nam Kinh lược, Nguyễn Hữu Cảnh đã làm thay đổi hoàn toàn diện mạo của vùng đất trẻ."
34,00:07:47.160,00:09:13.760,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức","Nguyễn Hữu Cảnh còn chú trọng phát triển thương mại, làm cho Cù Lao Phố và dùng Bến Nghé Sài Gòn hưng thịnh."
35,00:09:13.760,00:09:33.280,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ",việc Nguyễn Hữu Cảnh thực hiện là kết quả của nguyện vọng đã xuất hiện và nung nấu nhiều trăm năm
36,00:09:33.280,00:09:44.440,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","ngoài công lao xác lập chủ quyền đầu tiên của người Việ trên vùng đất Nam Bộ, Lễ Thành hầu Nguyễn Hữu Cảnh còn có đóng góp rất lớn trong việc bình định, an dân ở vùng đất Nam Giang, Campuchia và đặt nền tảng khẩn quan trên vùng đất biên giới An Giang, sử cũ chép rằng vào năm 1699, vua Chân Lạp là Cây Chết Ta Bốn, còn gọi là Nặc Thu đem binh tấn công đại diệt, chúa lại cử Nguyễn Hữu Cảnh làm thống binh lo việc đánh dẹp."
37,00:09:44.440,00:10:02.960,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","ngoài công lao xác lập chủ quyền đầu tiên của người Việ trên vùng đất Nam Bộ, Lễ Thành hầu Nguyễn Hữu Cảnh còn có đóng góp rất lớn trong việc bình định, an dân ở vùng đất Nam Giang, Campuchia và đặt nền tảng khẩn quan trên vùng đất biên giới An Giang, sử cũ chép rằng vào năm 1699, vua Chân Lạp là Cây Chết Ta Bốn, còn gọi là Nặc Thu đem binh tấn công đại diệt, chúa lại cử Nguyễn Hữu Cảnh làm thống binh lo việc đánh dẹp."
38,00:10:02.960,00:10:08.800,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","ngoài công lao xác lập chủ quyền đầu tiên của người Việ trên vùng đất Nam Bộ, Lễ Thành hầu Nguyễn Hữu Cảnh còn có đóng góp rất lớn trong việc bình định, an dân ở vùng đất Nam Giang, Campuchia và đặt nền tảng khẩn quan trên vùng đất biên giới An Giang, sử cũ chép rằng vào năm 1699, vua Chân Lạp là Cây Chết Ta Bốn, còn gọi là Nặc Thu đem binh tấn công đại diệt, chúa lại cử Nguyễn Hữu Cảnh làm thống binh lo việc đánh dẹp."
39,00:10:08.800,00:10:16.760,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","ngoài công lao xác lập chủ quyền đầu tiên của người Việ trên vùng đất Nam Bộ, Lễ Thành hầu Nguyễn Hữu Cảnh còn có đóng góp rất lớn trong việc bình định, an dân ở vùng đất Nam Giang, Campuchia và đặt nền tảng khẩn quan trên vùng đất biên giới An Giang, sử cũ chép rằng vào năm 1699, vua Chân Lạp là Cây Chết Ta Bốn, còn gọi là Nặc Thu đem binh tấn công đại diệt, chúa lại cử Nguyễn Hữu Cảnh làm thống binh lo việc đánh dẹp."
40,00:10:16.760,00:10:24.400,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","ngoài công lao xác lập chủ quyền đầu tiên của người Việ trên vùng đất Nam Bộ, Lễ Thành hầu Nguyễn Hữu Cảnh còn có đóng góp rất lớn trong việc bình định, an dân ở vùng đất Nam Giang, Campuchia và đặt nền tảng khẩn quan trên vùng đất biên giới An Giang, sử cũ chép rằng vào năm 1699, vua Chân Lạp là Cây Chết Ta Bốn, còn gọi là Nặc Thu đem binh tấn công đại diệt, chúa lại cử Nguyễn Hữu Cảnh làm thống binh lo việc đánh dẹp."
41,00:10:24.400,00:10:30.560,"Lễ Thành hầu Nguyễn Hữu Cảnh,năm 1699,vua Chân Lạp quy hàng,Trần Bạch Đằng,vùng đất biên giới An Giang,đời truyền tụng công đức,đền thờ","Thủy binh của Nguyễn Hữu Cảnh đã tiến thẳng đến thành La Bích, Nam Giang, đánh tan quân của Nạp Thu."
42,00:10:30.560,00:10:45.960,"phó giáo sư tiến sĩ Trần Thuận,phó trưởng khoa lịch sử,trường đại học khoa học xã hội nhân văn TPHCM","Sau khi vua Chân Lạp quy hàng, Nguyễn Hữu Cảnh cho thuyền ghé lại thăm nom, khích lệ dân chúng."
43,00:10:45.960,00:10:53.080,tượng Nguyễn Hữu Cảnh vị công thần khai phá,"Khi đại sự đã xong, Nguyễn Hữu Cảnh kéo quân và đóng ở Cồn Cây, sau này thuộc vùng Chợ Mới, An Giang."
44,00:10:53.080,00:10:58.360,tượng Nguyễn Hữu Cảnh vị công thần khai phá,"Người đời sau truyền tụng công đức của ông rằng từ ngày vâng lệnh trắng Bình Hương, bờ cõi mở thêm mấy dặm trường dung bóng cột nền nơi tổ phụ dãi dầu tên Đạm giúp quân dương vật ngoài vừa nép bên màn hổ sao tướng liền xa giữa gọn tương"
45,00:10:58.360,00:11:30.760,"tiến sĩ Đinh Văn Hạnh,phân viện trưởng phân viện văn hóa nghệ thuật quốc gia Việt Nam tại TPHCM","có thể nói là cái cuộc đời ông ta gắn liền với những cái công cuộc khai mở và ổn định cư dân, rồi là tạo nên những cái sự thuận lợi cho công việc làm ăn khai phá của lưu dân Việt và toàn bộ cư dân trên vùng đất Nam Bộ này."
46,00:11:30.760,00:12:45.160,"danh thần huyền thoại Thoại Ngọc Hầu,địa phận huyện Vũng Liêm,lập ấp vùng biên viễn,Vĩnh Tế,năm 1817,tỉnh Vĩnh Long,phủ Điện Bàn,Quảng Nam quận Sơn Trà,Nguyễn Văn Thoại,khu lăng mộ","Và trong tâm tưởng của người dân Nam Bộ thì hình ảnh của Nguyễn Hữu Cảnh là vị khai phá, một công thần khai phá đầu tiên của nhà nước xuống biển Tình ở phía Nam, Nguyễn Hữu Cảnh còn là một cái người mà đặt một cái mối quan hệ rất là tốt với Chân Lạp và sau này chúng ta gọi là Campuchia."
