Scene number,Start,End,Keywords,Description
10,00:02:10.720,00:02:19.720,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","Chính tại nơi được xem là ngôi trường đại học đầu tiên này, hàng ngàn nhân tài đã được đào tạo cho đất nước, lưu tiếng thơm muôn đời trong những trang sử cũ Việt Nam"
11,00:02:19.720,00:02:35.160,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","Tư tưởng này ra đời tại Trung Quốc và du nhập vào Việt Nam từ thế kỷ thứ nhất trước công nguyên, nhưng nó chỉ thực sự phát triển mạnh mẽ từ sau khi Ngô Quyền giành lấy nền độc lập cho nước nhà."
12,00:02:35.160,00:02:44.080,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","Tư tưởng này ra đời tại Trung Quốc và du nhập vào Việt Nam từ thế kỷ thứ nhất trước công nguyên, nhưng nó chỉ thực sự phát triển mạnh mẽ từ sau khi Ngô Quyền giành lấy nền độc lập cho nước nhà."
13,00:02:44.080,00:02:50.720,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","Tư tưởng này ra đời tại Trung Quốc và du nhập vào Việt Nam từ thế kỷ thứ nhất trước công nguyên, nhưng nó chỉ thực sự phát triển mạnh mẽ từ sau khi Ngô Quyền giành lấy nền độc lập cho nước nhà."
14,00:02:50.720,00:02:55.960,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","Tư tưởng này ra đời tại Trung Quốc và du nhập vào Việt Nam từ thế kỷ thứ nhất trước công nguyên, nhưng nó chỉ thực sự phát triển mạnh mẽ từ sau khi Ngô Quyền giành lấy nền độc lập cho nước nhà."
15,00:02:55.960,00:03:07.360,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","theo tác giả Nguyễn Đức Sự từ Viện Triết học Việt Nam, sự có mặt tất yếu và vai trò lịch sử của Nho giáo ở Việt Nam trước hết là để đáp ứng yêu cầu xây dựng và tổ chức bộ máy nhà nước phong kiến trung ương tập quyền lớn mạnh, sau nữa là đáp ứng nhu cầu phát triển văn hóa và giáo dục của nước Việt Nam dưới chế độ phong kiến."
16,00:03:07.360,00:03:14.840,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","theo tác giả Nguyễn Đức Sự từ Viện Triết học Việt Nam, sự có mặt tất yếu và vai trò lịch sử của Nho giáo ở Việt Nam trước hết là để đáp ứng yêu cầu xây dựng và tổ chức bộ máy nhà nước phong kiến trung ương tập quyền lớn mạnh, sau nữa là đáp ứng nhu cầu phát triển văn hóa và giáo dục của nước Việt Nam dưới chế độ phong kiến."
17,00:03:14.840,00:03:20.200,"trường đại học,trang sử,Văn Miếu Quốc Tử Giám Thăng Long,truyền thống hiếu học,Hà Nội","theo tác giả Nguyễn Đức Sự từ Viện Triết học Việt Nam, sự có mặt tất yếu và vai trò lịch sử của Nho giáo ở Việt Nam trước hết là để đáp ứng yêu cầu xây dựng và tổ chức bộ máy nhà nước phong kiến trung ương tập quyền lớn mạnh, sau nữa là đáp ứng nhu cầu phát triển văn hóa và giáo dục của nước Việt Nam dưới chế độ phong kiến."
18,00:03:20.200,00:04:43.440,"năm 1075,chế độ khoa bảng,Hệ thống thi cử,triều vua Lý Nhân Tông,Việt Nam thời phong kiến",các kỳ thi Nho học ở Việt Nam bắt đầu được tổ chức từ năm 1075 dưới triều vua Lý Nhân Tông và chấm dứt vào năm 1919 đời vua Khải Định.
19,00:04:43.440,00:05:03.720,"phó giáo sư tiến sĩ Phan An,viện khoa học xã hội vùng Nam bộ",Chế độ khoa bảng này đã tạo nên tư tưởng học để làm quan thống trị cả xã hội Việt Nam thời phong kiến và chi phối đến cả sự học ngày nay.
20,00:05:03.720,00:05:25.120,"tiến sĩ Nguyễn Ngọc Thơ,khoa văn hóa học đại học khoa học xã hội nhân văn TPHCM","Nho giáo tức là một cái tôn giáo, đồng thời cũng là một cái hoạt chất chính trị có nguồn gốc từ Trung Quốc à?"
21,00:05:25.120,00:05:32.520,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","Tức là nó có một cái phẫu thuật Trung Quốc chuyển sang và hàng ngàn hàng ngàn nông Việt Nam bị Trung Quốc thống trị, cho nên cái giá nó cũng có ảnh hưởng cái sự giao lưu văn hóa giữa Việt Nam và Trung Quốc."
22,00:05:32.520,00:05:38.880,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","Bởi vì người Việt vùng Bắc chúng ta có câu đó là dễ nông, vì bạn dễ thương."
23,00:05:38.880,00:05:45.520,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe",Vi mà.
24,00:05:45.520,00:05:53.120,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
25,00:05:53.120,00:06:01.680,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
26,00:06:01.680,00:06:10.040,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
27,00:06:10.040,00:06:17.440,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
28,00:06:17.440,00:06:23.800,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
29,00:06:23.800,00:06:30.760,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
30,00:06:30.760,00:06:36.520,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
31,00:06:36.520,00:06:44.000,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
32,00:06:44.000,00:06:49.800,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
33,00:06:49.800,00:06:57.040,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
34,00:06:57.040,00:07:02.880,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
35,00:07:02.880,00:07:08.800,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
36,00:07:08.800,00:07:14.720,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
37,00:07:14.720,00:07:19.920,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
38,00:07:19.920,00:07:25.200,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
39,00:07:25.200,00:07:30.560,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
40,00:07:30.560,00:07:36.600,"miền Nam thời kỳ đầu thế kỷ, xứ Đàng trong,xã hội cổ truyền,số lượng tri thức,luân lý,không gian tư tưởng,thế kỷ 16,quy chuẩn ràng buộc,Nam Bộ,đồng ruộng,cánh đồng,làm nông,gặt lúa,sông,thuyền,ghe","sau nhiều thế kỷ làm mưa làm gió trên xứ Bắc, Nho giáo Việt Nam khi vào đến đất Nam Bộ đã bước vào thời kỳ suy tàn và phải đối mặt với một môi trường tự nhiên, xã hội hoàn toàn khác biệt, khiến cho nó không có cơ hội để thâm căn cố đế trên vùng đất này."
41,00:07:36.600,00:08:42.960,"văn hóa tinh thần,Quốc Sử Quán Triều Nguyễn,Văn Miếu Trấn Biên,tỉnh Biên Hòa xưa,trấn thủ Nguyễn Phan Long,bộ máy chính quyền,chúa Nguyễn Phúc Chu,Văn Miếu Gia Đình ra đời,Phạm Khánh Đức xây dựng Văn Miếu Trấn Biên,Ất Mùi 1715,cơ nghiệp nhà Chúa xứ Đàng Trong,Đại Nam Nhất Thống Chí,Nam Bộ",Học giả Li Ta na đã gọi miền Nam thời kỳ đầu của cuộc Khẩn Quang là Hữu Phật Phi Nho.
42,00:08:42.960,00:08:49.600,"văn hóa tinh thần,Quốc Sử Quán Triều Nguyễn,Văn Miếu Trấn Biên,tỉnh Biên Hòa xưa,trấn thủ Nguyễn Phan Long,bộ máy chính quyền,chúa Nguyễn Phúc Chu,Văn Miếu Gia Đình ra đời,Phạm Khánh Đức xây dựng Văn Miếu Trấn Biên,Ất Mùi 1715,cơ nghiệp nhà Chúa xứ Đàng Trong,Đại Nam Nhất Thống Chí,Nam Bộ","Bởi đối với người Việt trong thế kỷ 16 và đầu 17, phương Nam mang ý nghĩa không chỉ là một nơi để sống."
43,00:08:49.600,00:08:56.600,"văn hóa tinh thần,Quốc Sử Quán Triều Nguyễn,Văn Miếu Trấn Biên,tỉnh Biên Hòa xưa,trấn thủ Nguyễn Phan Long,bộ máy chính quyền,chúa Nguyễn Phúc Chu,Văn Miếu Gia Đình ra đời,Phạm Khánh Đức xây dựng Văn Miếu Trấn Biên,Ất Mùi 1715,cơ nghiệp nhà Chúa xứ Đàng Trong,Đại Nam Nhất Thống Chí,Nam Bộ","Vùng đất phương Nam hứa hẹn nhiều lựa chọn việc giữa vị trí là phản loạn hay bất hợp pháp cho các chú Nguyễn một cảm thức tự do, được thử mọi thứ có khả năng thực hiện mà không phải tham khảo những quy chuẩn ràng buộc của lương lý Nho giáo, Nho giáo ở Đàng Trong trở thành chuyện lựa chọn và thực hành cá nhân."
44,00:08:56.600,00:09:32.920,"tiến sĩ Lê Hữu Phước,phó hiệu trưởng đại học khoa học xã hội nhân văn TPHCM","Trên thực tế, vị trí của nó trong không gian tư tưởng ở phương Nam rất khiêm tốn."
45,00:09:32.920,00:09:41.720,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi",Nguyên nhân của tình hình này được lý giải bằng nguồn gốc xuất thân của các cư dân người Việt Nam bộ.
46,00:09:41.720,00:09:49.880,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","Ngoài không gian thờ phụng, Văn Miếu Trấn Biên còn đóng vai trò như một trung tâm văn hóa, giáo dục của tỉnh Biên Hòa xưa và của cả Nam Bộ trước khi Văn Miếu Gia Đình ra đời vào năm 1824."
47,00:09:49.880,00:09:58.680,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","và thế là đầu tiên vào mở đất phương Nam thì như tôi đã phân tích, họ chán ghét cái quyền uy phong kiến, họ chán ghét chiến tranh Trịnh Nguyễn, và trong cái tư tưởng bất mãn với thời cuộc đó, họ cũng chán ghét luôn cái nền giáo dục đêm thời, cho nên những cái thế hệ đầu tiên nó họ không có thiện cảm với nhau."
48,00:09:58.680,00:10:05.080,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","giới khoa bảng ở Nam Bộ nói chung và Tây Nam Bộ nói riêng chỉ xuất hiện khi chính quyền Đàng Trong bắt đầu tổ chức khoa thi tan trường đầu tiên trên đất Gia Định vào năm Mậu Thân 1783, nhưng phải đợi đến giai đoạn Chúa Nguyễn Ánh lên ngôi, lập ra triều đại nhà Nguyễn, Nho giáo mới thực sự bắt đầu gây được tầm ảnh hưởng trên đất phương Nam và đặc biệt phát triển mạnh mẽ dưới thời vua Minh Mạng."
49,00:10:05.080,00:10:11.760,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","giới khoa bảng ở Nam Bộ nói chung và Tây Nam Bộ nói riêng chỉ xuất hiện khi chính quyền Đàng Trong bắt đầu tổ chức khoa thi tan trường đầu tiên trên đất Gia Định vào năm Mậu Thân 1783, nhưng phải đợi đến giai đoạn Chúa Nguyễn Ánh lên ngôi, lập ra triều đại nhà Nguyễn, Nho giáo mới thực sự bắt đầu gây được tầm ảnh hưởng trên đất phương Nam và đặc biệt phát triển mạnh mẽ dưới thời vua Minh Mạng."
50,00:10:11.760,00:10:17.440,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","Phó Giáo sư, Tiến sĩ Nguyễn Thừa Hủy đã dẫn công trình nghiên cứu vùng đất Nam Bộ dưới triều Minh Mạng của Giáo sư Hàn Quốc coi vun vút mà bình rằng, theo ông, người Nam Bộ ưa tự do, thoải mái, thờ ơ với con đường sĩ hạn, học hành để làm quan, nhưng lại chăm chú, siêng năng vào các hoạt động kinh tế, làm ăn buôn bán, nếp sống hồn nhiên, thô mộc."
51,00:10:17.440,00:10:24.040,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","Phó Giáo sư, Tiến sĩ Nguyễn Thừa Hủy đã dẫn công trình nghiên cứu vùng đất Nam Bộ dưới triều Minh Mạng của Giáo sư Hàn Quốc coi vun vút mà bình rằng, theo ông, người Nam Bộ ưa tự do, thoải mái, thờ ơ với con đường sĩ hạn, học hành để làm quan, nhưng lại chăm chú, siêng năng vào các hoạt động kinh tế, làm ăn buôn bán, nếp sống hồn nhiên, thô mộc."
52,00:10:24.040,00:10:33.360,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","Phó Giáo sư, Tiến sĩ Nguyễn Thừa Hủy đã dẫn công trình nghiên cứu vùng đất Nam Bộ dưới triều Minh Mạng của Giáo sư Hàn Quốc coi vun vút mà bình rằng, theo ông, người Nam Bộ ưa tự do, thoải mái, thờ ơ với con đường sĩ hạn, học hành để làm quan, nhưng lại chăm chú, siêng năng vào các hoạt động kinh tế, làm ăn buôn bán, nếp sống hồn nhiên, thô mộc."
53,00:10:33.360,00:10:40.720,"giai đoạn Chúa Nguyễn Ánh,năm Mậu Thân 1783,đất Gia Định,đất phương Nam,chính quyền Đàng Trong tổ chức khoa thi","Phó Giáo sư, Tiến sĩ Nguyễn Thừa Hủy đã dẫn công trình nghiên cứu vùng đất Nam Bộ dưới triều Minh Mạng của Giáo sư Hàn Quốc coi vun vút mà bình rằng, theo ông, người Nam Bộ ưa tự do, thoải mái, thờ ơ với con đường sĩ hạn, học hành để làm quan, nhưng lại chăm chú, siêng năng vào các hoạt động kinh tế, làm ăn buôn bán, nếp sống hồn nhiên, thô mộc."
